state_abbr,date_range_start,Nunits_Benchmark,SumDailyVisits_Benchmark,MaxDailyVisitsPerUnit_Benchmark,MinDailyVisitsPerUnit_Benchmark,MedDailyVisitsPerUnit_Benchmark,Nunits_Focal,SumDailyVisits_Focal,MaxDailyVisitsPerUnit_Focal,MinDailyVisitsPerUnit_Focal,MedDailyVisitsPerUnit_Focal,Post03132020,BlueState,Blue_Post,ln_SumDailyVisits,state,total_population,male,female,median_age,age_over18,age_over21,age_over62,age_over65,single_race,two_or_more_race,white,black,indian_alaska,asian,hawaiian_pacific,other_races,hispanic_latino,housing_units,citizen,citizen_male,citizen_female,Y,date,day_of_week,Monday,Monday
ID,2018-09-10 00:00:00+00:00,1.0,72.0,29.0,6.0,6.0,1.0,140.0,31.0,5.0,19.0,0.0,0.0,0.0,4.948759890378168,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.6583004492297775,2018-09-10 00:00:00+00:00,Monday,True,True
ID,2018-09-17 00:00:00+00:00,1.0,101.0,24.0,7.0,13.0,1.0,240.0,54.0,20.0,33.0,0.0,0.0,0.0,5.484796933490655,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.8598241202063841,2018-09-17 00:00:00+00:00,Monday,True,True
ID,2018-09-24 00:00:00+00:00,1.0,74.0,17.0,2.0,10.0,1.0,271.0,63.0,22.0,36.0,0.0,0.0,0.0,5.605802066295998,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.2883139527596876,2018-09-24 00:00:00+00:00,Monday,True,True
ID,2018-10-01 00:00:00+00:00,1.0,93.0,21.0,6.0,14.0,1.0,233.0,53.0,22.0,30.0,0.0,0.0,0.0,5.455321115357702,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.9120263330876979,2018-10-01 00:00:00+00:00,Monday,True,True
ID,2018-10-08 00:00:00+00:00,1.0,82.0,22.0,5.0,7.0,1.0,217.0,51.0,12.0,30.0,0.0,0.0,0.0,5.384495062789089,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.9656544549924906,2018-10-08 00:00:00+00:00,Monday,True,True
ID,2018-10-15 00:00:00+00:00,1.0,94.0,37.0,5.0,11.0,1.0,222.0,51.0,17.0,28.0,0.0,0.0,0.0,5.407171771460119,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.8532948798595781,2018-10-15 00:00:00+00:00,Monday,True,True
ID,2018-10-22 00:00:00+00:00,1.0,84.0,25.0,6.0,9.0,1.0,214.0,48.0,18.0,34.0,0.0,0.0,0.0,5.3706380281276624,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.9279867716373458,2018-10-22 00:00:00+00:00,Monday,True,True
ID,2018-10-29 00:00:00+00:00,1.0,117.0,35.0,5.0,12.0,1.0,228.0,61.0,18.0,29.0,0.0,0.0,0.0,5.43372200355424,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.6630373790885749,2018-10-29 00:00:00+00:00,Monday,True,True
ID,2018-11-05 00:00:00+00:00,1.0,103.0,33.0,5.0,13.0,1.0,257.0,56.0,17.0,33.0,0.0,0.0,0.0,5.552959584921617,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.9085686857802449,2018-11-05 00:00:00+00:00,Monday,True,True
ID,2018-11-12 00:00:00+00:00,1.0,86.0,22.0,5.0,13.0,1.0,206.0,48.0,19.0,28.0,0.0,0.0,0.0,5.332718793265369,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.8668106746107851,2018-11-12 00:00:00+00:00,Monday,True,True
ID,2018-11-19 00:00:00+00:00,1.0,72.0,22.0,2.0,9.0,1.0,176.0,41.0,2.0,25.0,0.0,0.0,0.0,5.176149732573829,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.8856902914254379,2018-11-19 00:00:00+00:00,Monday,True,True
ID,2018-11-26 00:00:00+00:00,1.0,59.0,16.0,5.0,8.0,1.0,196.0,45.0,17.0,25.0,0.0,0.0,0.0,5.2832037287379885,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.188859166515888,2018-11-26 00:00:00+00:00,Monday,True,True
ID,2018-12-03 00:00:00+00:00,1.0,77.0,21.0,2.0,10.0,1.0,281.0,64.0,22.0,35.0,0.0,0.0,0.0,5.641907070938114,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.2851982442485221,2018-12-03 00:00:00+00:00,Monday,True,True
ID,2018-12-10 00:00:00+00:00,1.0,86.0,23.0,6.0,12.0,1.0,296.0,71.0,33.0,35.0,0.0,0.0,0.0,5.6937321388027,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.227824020148116,2018-12-10 00:00:00+00:00,Monday,True,True
ID,2018-12-17 00:00:00+00:00,1.0,92.0,18.0,9.0,11.0,1.0,257.0,53.0,31.0,33.0,0.0,0.0,0.0,5.552959584921617,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.020360091768361,2018-12-17 00:00:00+00:00,Monday,True,True
ID,2018-12-24 00:00:00+00:00,1.0,78.0,26.0,0.0,10.0,1.0,289.0,68.0,0.0,41.0,0.0,0.0,0.0,5.66988092298052,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.300433070513498,2018-12-24 00:00:00+00:00,Monday,True,True
ID,2018-12-31 00:00:00+00:00,1.0,75.0,21.0,5.0,10.0,1.0,309.0,65.0,26.0,39.0,0.0,0.0,0.0,5.736572297479192,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.4058389571928611,2018-12-31 00:00:00+00:00,Monday,True,True
ID,2019-01-07 00:00:00+00:00,1.0,73.0,22.0,4.0,8.0,1.0,219.0,53.0,19.0,29.0,0.0,0.0,0.0,5.393627546352362,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.0895624531481918,2019-01-07 00:00:00+00:00,Monday,True,True
ID,2019-01-14 00:00:00+00:00,1.0,55.0,15.0,2.0,6.0,1.0,234.0,64.0,13.0,35.0,0.0,0.0,0.0,5.459585514144159,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.4342338234090093,2019-01-14 00:00:00+00:00,Monday,True,True
ID,2019-01-21 00:00:00+00:00,1.0,72.0,25.0,2.0,10.0,1.0,253.0,52.0,18.0,40.0,0.0,0.0,0.0,5.537334267018537,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.2468748258701456,2019-01-21 00:00:00+00:00,Monday,True,True
ID,2019-01-28 00:00:00+00:00,1.0,65.0,22.0,2.0,8.0,1.0,249.0,73.0,24.0,28.0,0.0,0.0,0.0,5.521460917862246,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.3318061758358208,2019-01-28 00:00:00+00:00,Monday,True,True
ID,2019-02-04 00:00:00+00:00,1.0,60.0,16.0,3.0,8.0,1.0,222.0,44.0,20.0,29.0,0.0,0.0,0.0,5.407171771460119,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.2962979072868075,2019-02-04 00:00:00+00:00,Monday,True,True
ID,2019-02-11 00:00:00+00:00,1.0,108.0,23.0,9.0,14.0,1.0,279.0,58.0,16.0,45.0,0.0,0.0,0.0,5.634789603169249,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.9434417209401058,2019-02-11 00:00:00+00:00,Monday,True,True
ID,2019-02-18 00:00:00+00:00,1.0,91.0,22.0,5.0,13.0,1.0,283.0,56.0,29.0,36.0,0.0,0.0,0.0,5.648974238161206,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.1271856611121658,2019-02-18 00:00:00+00:00,Monday,True,True
ID,2019-02-25 00:00:00+00:00,1.0,103.0,27.0,4.0,19.0,1.0,259.0,66.0,22.0,29.0,0.0,0.0,0.0,5.560681631015528,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.9162907318741551,2019-02-25 00:00:00+00:00,Monday,True,True
ID,2019-03-04 00:00:00+00:00,1.0,85.0,18.0,9.0,11.0,1.0,262.0,69.0,16.0,35.0,0.0,0.0,0.0,5.572154032177765,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.1178067359242574,2019-03-04 00:00:00+00:00,Monday,True,True
ID,2019-03-11 00:00:00+00:00,1.0,97.0,27.0,6.0,10.0,1.0,274.0,67.0,15.0,32.0,0.0,0.0,0.0,5.616771097666572,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.0318036189959994,2019-03-11 00:00:00+00:00,Monday,True,True
ID,2019-03-18 00:00:00+00:00,1.0,93.0,27.0,3.0,15.0,1.0,257.0,54.0,20.0,43.0,0.0,0.0,0.0,5.552959584921617,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.0096648026516135,2019-03-18 00:00:00+00:00,Monday,True,True
ID,2019-03-25 00:00:00+00:00,1.0,72.0,27.0,2.0,8.0,1.0,296.0,50.0,28.0,43.0,0.0,0.0,0.0,5.6937321388027,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.4032726976543088,2019-03-25 00:00:00+00:00,Monday,True,True
ID,2019-04-01 00:00:00+00:00,1.0,88.0,35.0,4.0,10.0,1.0,262.0,53.0,25.0,39.0,0.0,0.0,0.0,5.572154032177765,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.083517662445625,2019-04-01 00:00:00+00:00,Monday,True,True
ID,2019-04-08 00:00:00+00:00,1.0,91.0,21.0,8.0,12.0,1.0,295.0,62.0,27.0,42.0,0.0,0.0,0.0,5.69035945432406,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.1685708772750196,2019-04-08 00:00:00+00:00,Monday,True,True
ID,2019-04-15 00:00:00+00:00,1.0,96.0,31.0,7.0,10.0,1.0,278.0,64.0,19.0,36.0,0.0,0.0,0.0,5.631211781821365,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.0565008033179826,2019-04-15 00:00:00+00:00,Monday,True,True
ID,2019-04-22 00:00:00+00:00,1.0,61.0,12.0,4.0,10.0,1.0,284.0,68.0,18.0,40.0,0.0,0.0,0.0,5.652489180268651,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.525354795223559,2019-04-22 00:00:00+00:00,Monday,True,True
ID,2019-04-29 00:00:00+00:00,1.0,86.0,23.0,7.0,11.0,1.0,228.0,43.0,23.0,31.0,0.0,0.0,0.0,5.43372200355424,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.9678138848996563,2019-04-29 00:00:00+00:00,Monday,True,True
ID,2019-05-06 00:00:00+00:00,1.0,154.0,34.0,6.0,21.0,1.0,268.0,68.0,21.0,34.0,0.0,0.0,0.0,5.594711379601839,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.5512862626825923,2019-05-06 00:00:00+00:00,Monday,True,True
ID,2019-05-13 00:00:00+00:00,1.0,76.0,19.0,3.0,9.0,1.0,290.0,62.0,19.0,46.0,0.0,0.0,0.0,5.673323267171493,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.3295178453178087,2019-05-13 00:00:00+00:00,Monday,True,True
ID,2019-05-20 00:00:00+00:00,1.0,69.0,16.0,6.0,9.0,1.0,251.0,50.0,24.0,33.0,0.0,0.0,0.0,5.529429087511423,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.280933845462064,2019-05-20 00:00:00+00:00,Monday,True,True
ID,2019-05-27 00:00:00+00:00,1.0,94.0,25.0,6.0,10.0,1.0,269.0,49.0,29.0,38.0,0.0,0.0,0.0,5.598421958998375,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.0445450673978343,2019-05-27 00:00:00+00:00,Monday,True,True
ID,2019-06-03 00:00:00+00:00,1.0,64.0,19.0,5.0,7.0,1.0,236.0,54.0,23.0,27.0,0.0,0.0,0.0,5.468060141135132,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.2936728712394947,2019-06-03 00:00:00+00:00,Monday,True,True
ID,2019-06-10 00:00:00+00:00,1.0,104.0,28.0,3.0,15.0,1.0,245.0,64.0,23.0,27.0,0.0,0.0,0.0,5.5053315359323625,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.8513711857748394,2019-06-10 00:00:00+00:00,Monday,True,True
ID,2019-06-17 00:00:00+00:00,1.0,140.0,40.0,6.0,21.0,1.0,358.0,71.0,35.0,50.0,0.0,0.0,0.0,5.883322388488279,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.9345624981101102,2019-06-17 00:00:00+00:00,Monday,True,True
ID,2019-06-24 00:00:00+00:00,1.0,82.0,18.0,7.0,11.0,1.0,266.0,59.0,22.0,35.0,0.0,0.0,0.0,5.58724865840025,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.1684080506036514,2019-06-24 00:00:00+00:00,Monday,True,True
ID,2019-07-01 00:00:00+00:00,1.0,94.0,20.0,6.0,15.0,1.0,243.0,55.0,21.0,36.0,0.0,0.0,0.0,5.497168225293202,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.9432913336926614,2019-07-01 00:00:00+00:00,Monday,True,True
ID,2019-07-08 00:00:00+00:00,1.0,94.0,26.0,7.0,11.0,1.0,250.0,56.0,23.0,29.0,0.0,0.0,0.0,5.525452939131784,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.9715760475312427,2019-07-08 00:00:00+00:00,Monday,True,True
ID,2019-07-15 00:00:00+00:00,1.0,102.0,21.0,4.0,17.0,1.0,222.0,39.0,22.0,33.0,0.0,0.0,0.0,5.407171771460119,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.772442783230483,2019-07-15 00:00:00+00:00,Monday,True,True
ID,2019-07-22 00:00:00+00:00,1.0,82.0,22.0,6.0,8.0,1.0,273.0,48.0,32.0,37.0,0.0,0.0,0.0,5.613128106388071,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.1942874985914722,2019-07-22 00:00:00+00:00,Monday,True,True
ID,2019-07-29 00:00:00+00:00,1.0,95.0,20.0,2.0,16.0,1.0,277.0,50.0,30.0,38.0,0.0,0.0,0.0,5.627621113690637,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.0632729222228008,2019-07-29 00:00:00+00:00,Monday,True,True
ID,2019-08-05 00:00:00+00:00,1.0,95.0,24.0,7.0,12.0,1.0,338.0,75.0,37.0,46.0,0.0,0.0,0.0,5.82600010738045,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.2616519159126138,2019-08-05 00:00:00+00:00,Monday,True,True
ID,2019-08-12 00:00:00+00:00,1.0,96.0,27.0,4.0,11.0,1.0,295.0,58.0,32.0,40.0,0.0,0.0,0.0,5.69035945432406,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.1156484758206773,2019-08-12 00:00:00+00:00,Monday,True,True
ID,2019-08-19 00:00:00+00:00,1.0,70.0,20.0,3.0,10.0,1.0,274.0,49.0,33.0,37.0,0.0,0.0,0.0,5.616771097666572,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.3540912206252562,2019-08-19 00:00:00+00:00,Monday,True,True
ID,2019-08-26 00:00:00+00:00,1.0,91.0,22.0,7.0,13.0,1.0,254.0,55.0,18.0,35.0,0.0,0.0,0.0,5.541263545158426,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.0194749681093853,2019-08-26 00:00:00+00:00,Monday,True,True
ID,2019-09-02 00:00:00+00:00,1.0,88.0,20.0,6.0,12.0,1.0,300.0,56.0,22.0,47.0,0.0,0.0,0.0,5.707110264748875,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.2184738950167358,2019-09-02 00:00:00+00:00,Monday,True,True
ID,2019-09-09 00:00:00+00:00,1.0,89.0,24.0,4.0,12.0,1.0,267.0,59.0,26.0,30.0,0.0,0.0,0.0,5.5909869805108565,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.0911773101805915,2019-09-09 00:00:00+00:00,Monday,True,True
ID,2019-09-16 00:00:00+00:00,1.0,133.0,31.0,11.0,18.0,1.0,288.0,81.0,24.0,33.0,0.0,0.0,0.0,5.666426688112432,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.7685868881615212,2019-09-16 00:00:00+00:00,Monday,True,True
ID,2019-09-23 00:00:00+00:00,1.0,164.0,38.0,9.0,20.0,1.0,270.0,54.0,27.0,37.0,0.0,0.0,0.0,5.602118820879701,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.49617334697912074,2019-09-23 00:00:00+00:00,Monday,True,True
ID,2019-09-30 00:00:00+00:00,1.0,95.0,28.0,5.0,12.0,1.0,314.0,64.0,33.0,35.0,0.0,0.0,0.0,5.752572638825633,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.188224447357797,2019-09-30 00:00:00+00:00,Monday,True,True
ID,2019-10-07 00:00:00+00:00,1.0,105.0,32.0,4.0,14.0,1.0,346.0,77.0,24.0,48.0,0.0,0.0,0.0,5.849324779946859,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.1858856858347924,2019-10-07 00:00:00+00:00,Monday,True,True
ID,2019-10-14 00:00:00+00:00,1.0,116.0,27.0,8.0,18.0,1.0,294.0,58.0,28.0,38.0,0.0,0.0,0.0,5.68697535633982,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.9248014215420639,2019-10-14 00:00:00+00:00,Monday,True,True
ID,2019-10-21 00:00:00+00:00,1.0,104.0,27.0,9.0,12.0,1.0,289.0,64.0,23.0,35.0,0.0,0.0,0.0,5.66988092298052,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.0159205728229965,2019-10-21 00:00:00+00:00,Monday,True,True
ID,2019-10-28 00:00:00+00:00,1.0,144.0,45.0,6.0,13.0,1.0,319.0,84.0,25.0,40.0,0.0,0.0,0.0,5.768320995793772,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.7915872533731978,2019-10-28 00:00:00+00:00,Monday,True,True
ID,2019-11-04 00:00:00+00:00,1.0,104.0,42.0,6.0,9.0,1.0,289.0,67.0,27.0,35.0,0.0,0.0,0.0,5.66988092298052,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.0159205728229965,2019-11-04 00:00:00+00:00,Monday,True,True
ID,2019-11-11 00:00:00+00:00,1.0,142.0,37.0,8.0,19.0,1.0,296.0,60.0,24.0,43.0,0.0,0.0,0.0,5.6937321388027,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.7308875085427928,2019-11-11 00:00:00+00:00,Monday,True,True
ID,2019-11-18 00:00:00+00:00,1.0,94.0,33.0,4.0,11.0,1.0,265.0,53.0,26.0,37.0,0.0,0.0,0.0,5.583496308781699,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.0296194171811583,2019-11-18 00:00:00+00:00,Monday,True,True
ID,2019-11-25 00:00:00+00:00,1.0,77.0,17.0,2.0,12.0,1.0,288.0,85.0,1.0,34.0,0.0,0.0,0.0,5.666426688112432,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.3097178614228406,2019-11-25 00:00:00+00:00,Monday,True,True
ID,2019-12-02 00:00:00+00:00,1.0,118.0,34.0,6.0,12.0,1.0,286.0,55.0,26.0,37.0,0.0,0.0,0.0,5.659482215759621,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.8803587226480918,2019-12-02 00:00:00+00:00,Monday,True,True
ID,2019-12-09 00:00:00+00:00,1.0,103.0,27.0,5.0,11.0,1.0,309.0,66.0,23.0,41.0,0.0,0.0,0.0,5.736572297479192,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.0921813983378197,2019-12-09 00:00:00+00:00,Monday,True,True
ID,2019-12-16 00:00:00+00:00,1.0,113.0,33.0,10.0,12.0,1.0,328.0,59.0,38.0,47.0,0.0,0.0,0.0,5.796057750765372,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.0598593023708762,2019-12-16 00:00:00+00:00,Monday,True,True
ID,2019-12-23 00:00:00+00:00,1.0,114.0,26.0,3.0,18.0,1.0,293.0,59.0,0.0,48.0,0.0,0.0,0.0,5.683579767338681,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.9386476389754312,2019-12-23 00:00:00+00:00,Monday,True,True
ID,2019-12-30 00:00:00+00:00,1.0,133.0,36.0,9.0,19.0,1.0,397.0,70.0,43.0,54.0,0.0,0.0,0.0,5.986452005284438,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,1.0886122053335265,2019-12-30 00:00:00+00:00,Monday,True,True
ID,2020-01-06 00:00:00+00:00,1.0,136.0,35.0,10.0,18.0,1.0,368.0,74.0,34.0,49.0,0.0,0.0,0.0,5.910796644040527,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.990815718212402,2020-01-06 00:00:00+00:00,Monday,True,True
ID,2020-01-13 00:00:00+00:00,1.0,147.0,37.0,6.0,19.0,1.0,304.0,68.0,26.0,37.0,0.0,0.0,0.0,5.720311776607412,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.7230995028432972,2020-01-13 00:00:00+00:00,Monday,True,True
ID,2020-01-20 00:00:00+00:00,1.0,133.0,29.0,7.0,19.0,1.0,342.0,72.0,25.0,50.0,0.0,0.0,0.0,5.83773044716594,Idaho,1683140,841203,841937,36.1,1246683,1174020,317211,256162,1641070,42070,1548224,18885,42982,38289,5946,73268,207248,700829,1191262,589252,602010,0.9398906472150284,2020-01-20 00:00:00+00:00,Monday,True,True
